City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,copala,16.65,-98.9833,301.0,61,0,3.55,MX,1736375990
366,barranca,-10.75,-77.7667,295.1,77,97,4.28,PE,1736375991
367,gunnedah,-30.9833,150.25,296.57,54,4,3.83,AU,1736375992
368,polyarnyy,69.1989,33.4478,257.47,98,76,1.0,RU,1736375993
369,port arthur,38.8,121.2667,263.27,54,100,12.44,CN,1736375995
370,meizhou,24.2977,116.1072,280.12,58,6,1.6,CN,1736375996
371,taulaga,-11.0553,-171.0883,301.64,71,98,10.53,AS,1736375997
372,pitea,65.3172,21.4794,263.99,95,100,3.25,SE,1736375998
373,glace bay,46.1969,-59.957,271.56,85,100,7.2,CA,1736375725
374,hotan,37.0997,79.9269,272.63,36,0,2.77,CN,1736376000
375,cannonvale,-20.2833,148.7,300.81,68,25,3.35,AU,1736376002
376,chu,43.5983,73.7614,267.0,83,7,1.66,KZ,1736376003
377,saint-pierre,-21.3393,55.4781,298.97,73,0,2.06,RE,1736376004
378,konarka,19.9,86.1167,290.94,79,0,3.56,IN,1736376005
379,klyuchi,52.2667,79.1667,256.11,89,82,4.16,RU,1736376006
380,bouznika,33.7894,-7.1597,287.01,100,12,4.63,MA,1736376008
381,takoradi,4.8845,-1.7554,300.27,85,8,3.17,GH,1736376009
382,karratha,-20.7377,116.8463,304.78,58,60,2.24,AU,1736376010
383,grand-bassam,5.2118,-3.7388,302.13,85,29,3.04,CI,1736376011
384,dryden,49.7833,-92.7503,261.31,72,75,4.63,CA,1736376012
385,touros,-5.1989,-35.4608,299.67,77,83,4.2,BR,1736376013
386,santa cruz,-17.8,-63.1667,300.85,74,75,1.54,BO,1736375582
387,anloga,5.7947,0.8973,300.38,85,9,3.55,GH,1736376016
388,torrington,41.8007,-73.1212,267.67,62,19,4.47,US,1736375908
389,pariaman,-0.619,100.12,297.18,88,98,2.54,ID,1736376018
390,margate,51.3813,1.3862,275.76,85,100,1.79,GB,1736376019
391,marion,39.7684,-86.1555,269.34,60,75,5.66,US,1736375832
392,starke,29.9441,-82.1098,285.22,20,0,3.6,US,1736376021
393,timbiqui,2.7717,-77.6654,298.04,93,99,2.04,CO,1736376023
394,cabo san lucas,22.8909,-109.9124,296.9,56,20,7.2,MX,1736375916
395,port moresby,-9.4431,147.1797,300.83,83,20,2.57,PG,1736375898
396,murun-kuren,49.6342,100.1625,250.03,97,54,0.82,MN,1736376027
397,cill airne,52.05,-9.5167,269.69,98,15,0.9,IE,1736376028
398,wellington,-41.2866,174.7756,289.96,63,20,6.69,NZ,1736375594
399,kalmunai,7.4167,81.8167,297.11,89,48,3.55,LK,1736376032
400,fisterra,42.9049,-9.2629,287.91,81,59,12.26,ES,1736376033
401,coquimbo,-29.9533,-71.3436,293.0,72,75,4.63,CL,1736376034
402,tripoli,32.8752,13.1875,287.78,61,0,3.08,LY,1736376035
403,pauini,-7.7136,-66.9764,297.46,94,93,0.75,BR,1736376036
404,zakamensk,50.3741,103.2863,250.71,98,12,1.01,RU,1736376038
405,arraial do cabo,-22.9661,-42.0278,297.13,100,75,0.0,BR,1736376039
406,mende,44.6667,3.5,277.23,95,100,4.08,FR,1736376040
407,karungdong,5.8844,121.263,299.94,82,91,0.75,PH,1736376041
408,port alfred,-33.5906,26.891,290.47,93,22,2.7,ZA,1736376043
409,las heras,-46.5419,-68.9359,292.81,21,3,13.59,AR,1736376046
410,tchintabaraden,15.8969,5.7985,292.77,20,91,5.22,NE,1736376047
411,howard springs,-12.497,131.047,300.86,87,100,2.5,AU,1736376048
412,saguenay,48.4168,-71.0657,267.64,84,100,10.29,CA,1736376049
413,chibougamau,49.9168,-74.3659,258.94,85,100,5.14,CA,1736375957
414,letlhakane,-21.4167,25.5833,295.28,84,100,3.68,BW,1736376052
415,rio grande,-32.035,-52.0986,293.12,73,2,5.02,BR,1736375860
416,guanica,17.9716,-66.908,300.36,65,71,1.35,PR,1736376054
417,hede,33.7681,120.2517,268.34,52,0,3.58,CN,1736376055
418,serowe,-22.3833,26.7167,293.17,93,100,4.2,BW,1736376056
419,fereydunshahr,32.941,50.121,264.7,81,12,1.19,IR,1736376058
420,hafar al-batin,28.4328,45.9708,284.47,93,0,4.12,SA,1736376059
421,vila velha,-20.3297,-40.2925,296.45,98,75,1.03,BR,1736375713
422,madinat ash shamal,26.1293,51.2009,291.02,74,0,8.26,QA,1736376062
423,port saint john's,-31.6229,29.5448,294.33,74,33,1.23,ZA,1736376063
424,saurimo,-9.6608,20.3916,292.19,90,68,1.56,AO,1736376064
425,warrnambool,-38.3833,142.4833,294.56,50,100,0.33,AU,1736376066
426,altay,47.8667,88.1167,258.97,82,98,2.65,CN,1736376067
427,turinsk,58.0458,63.696,264.25,95,100,3.71,RU,1736376068
428,kwang binh,17.4833,106.6,293.09,92,94,1.89,VN,1736376069
429,santyoku,37.4406,129.1708,264.98,43,1,10.64,KR,1736376070
430,alesund,62.4723,6.1549,271.9,75,100,3.6,NO,1736376071
431,butha-buthe,-28.8333,28.5,283.36,72,92,1.53,LS,1736376073
432,geraldton,-28.7667,114.6,288.38,82,0,2.57,AU,1736376074
433,yangliuqing,39.1375,116.9997,266.12,29,0,4.58,CN,1736376075
434,roja,57.5,22.8167,274.94,97,100,10.15,LV,1736376076
435,forster,-32.1667,152.5167,291.69,97,100,10.15,AU,1736376077
436,kintampo,8.0563,-1.7306,300.06,16,45,0.73,GH,1736376078
437,barakani,-12.1356,44.4317,299.26,82,1,0.35,KM,1736376080
438,mahibadhoo,3.7833,72.9667,300.82,76,24,5.84,MV,1736376081
439,nova xavantina,-14.6667,-52.35,296.38,96,100,1.25,BR,1736376082
440,jiagedaqi,50.4167,124.1167,249.1,97,99,2.05,CN,1736375971
441,urucara,-2.5364,-57.76,296.75,97,100,1.96,BR,1736376084
442,ardmore,34.1743,-97.1436,278.29,37,0,0.45,US,1736376086
443,manismata,-2.4667,111.0333,296.77,98,95,0.85,ID,1736376087
444,susice,49.2311,13.5202,274.16,78,100,2.95,CZ,1736376088
445,belmonte,-15.8631,-38.8828,298.67,84,95,3.53,BR,1736376089
446,belokurikha,51.9959,84.9896,265.87,96,100,3.07,RU,1736376090
447,waldorf,38.6246,-76.9391,272.27,58,100,0.45,US,1736376054
448,oktyabr'skiy,54.4815,53.471,271.31,89,100,9.07,RU,1736376092
449,muleba,-1.8397,31.6544,292.59,72,66,2.22,TZ,1736376094
450,ust'-ilimsk,58.0006,102.6619,254.5,92,100,2.03,RU,1736376095
451,sao jose da coroa grande,-8.8978,-35.1478,299.59,73,73,4.91,BR,1736376097
452,portland,45.5234,-122.6762,286.42,61,20,3.09,US,1736375830
453,malango,-2.9627,119.9001,292.74,96,90,1.27,ID,1736376099
454,shimanovsk,52.0,127.7,253.65,84,68,4.74,RU,1736376101
455,agat village,13.3886,144.6585,300.57,88,20,4.12,GU,1736376102
456,najran,17.4924,44.1277,285.17,40,48,1.89,SA,1736376104
457,veinticinco de mayo,-35.4323,-60.1727,303.7,36,45,1.34,AR,1736375848
458,eyl,7.9803,49.8164,296.51,74,74,6.96,SO,1736376106
459,general villegas,-35.0328,-63.0125,301.92,35,18,2.79,AR,1736375960
460,khandyga,62.6667,135.6,233.43,100,67,0.67,RU,1736376109
461,mount gambier,-37.8333,140.7667,294.1,67,100,2.4,AU,1736376110
462,miles city,46.4083,-105.8406,275.69,87,100,7.72,US,1736376111
463,port isabel,26.0734,-97.2086,282.17,70,100,9.77,US,1736376112
464,sinjar,36.3209,41.8754,281.91,50,16,1.43,IQ,1736376114
465,las khorey,11.1595,48.1967,295.09,69,1,1.95,SO,1736376115
466,narasannapeta,18.4167,84.05,290.78,75,0,2.82,IN,1736376116
467,xuanzhou,30.9525,118.7553,273.12,56,11,2.8,CN,1736376117
468,zaozersk,69.4005,32.4476,256.63,96,93,1.82,RU,1736376118
469,iskateley,67.6803,53.1512,255.97,92,100,6.69,RU,1736376119
470,dzhangala,49.2167,50.3333,271.59,72,20,6.52,KZ,1736376121
471,fale old settlement,-9.3852,-171.2468,301.08,73,100,8.96,TK,1736376122
472,kutum,14.2,24.6667,288.3,24,18,2.32,SD,1736376123
473,troitsk,54.0979,61.5773,269.8,79,100,8.95,RU,1736376124
474,saint croix,17.7397,-64.7388,299.4,80,100,2.57,VI,1736376125
475,suva,-18.1416,178.4415,299.86,78,75,4.63,FJ,1736376126
476,al ghayzah,16.2079,52.176,294.13,72,60,1.0,YE,1736376128
477,ataq,14.5377,46.8319,289.29,29,6,2.99,YE,1736376129
478,kourou,5.1552,-52.6478,297.33,81,80,2.78,GF,1736376130
479,bardai,11.65,7.2333,291.23,24,37,4.38,NG,1736376131
480,woods creek,47.8787,-121.8985,283.46,88,54,1.43,US,1736376132
481,severo-yeniseyskiy,60.3725,93.0408,263.53,91,100,3.0,RU,1736376133
482,lucapa,-8.4192,20.7447,291.2,97,91,1.42,AO,1736376135
483,loango,-4.6719,11.8312,298.93,87,99,3.42,CG,1736376136
484,pyt-yakh,60.7499,72.8582,246.54,100,99,0.87,RU,1736376137
485,crixas,-14.5489,-49.9692,295.86,94,100,2.17,BR,1736376138
486,faya-largeau,17.9257,19.1043,292.03,27,85,4.8,TD,1736376139
487,nabire,-3.3667,135.4833,298.86,90,84,1.2,ID,1736376142
488,castillos,-34.1667,-53.8333,290.8,76,0,2.94,UY,1736376143
489,taichung,24.1469,120.6839,289.32,78,75,7.72,TW,1736375947
490,murghob,38.1702,73.9667,243.75,83,13,1.5,TJ,1736376145
491,kill devil hills,36.0307,-75.676,274.25,54,0,3.6,US,1736376146
492,inari,68.906,27.0288,251.63,100,100,1.02,FI,1736376148
493,bestobe,52.4994,73.0975,262.14,93,100,10.38,KZ,1736376149
494,kharan,28.5833,65.4167,281.27,34,15,0.39,PK,1736376150
495,taro,-8.3862,115.28,293.77,96,100,0.21,ID,1736376151
496,al bawiti,28.3492,28.8659,284.38,52,9,0.79,EG,1736376152
497,sarmiento,-45.5882,-69.07,293.48,27,39,14.81,AR,1736376153
498,iranshahr,27.2025,60.6848,285.93,23,85,0.89,IR,1736376155
499,isla del bosque,22.7333,-105.85,292.65,89,100,6.38,MX,1736376156
500,rawson,-43.3002,-65.1023,305.31,31,0,5.66,AR,1736376157
501,poronaysk,49.2167,143.1167,272.31,89,100,7.99,RU,1736376158
502,menaka,15.9182,2.4022,294.65,15,90,5.03,ML,1736376159
503,barrouallie,13.2333,-61.2667,297.94,78,40,4.12,VC,1736376160
504,barah,13.7,30.3667,291.02,25,5,3.83,SD,1736376161
505,myaydo,19.3667,95.2167,288.4,71,6,1.34,MM,1736376164
506,jining,35.405,116.5814,267.59,31,0,2.83,CN,1736376165
507,fengcheng,40.4536,124.0717,258.29,43,0,4.75,CN,1736376166
508,whakatane,-37.9585,176.9854,293.43,67,21,2.24,NZ,1736376167
509,bangassou,4.7413,22.8184,294.88,34,74,1.15,CF,1736376168
510,lakehills,29.6047,-98.9431,278.18,44,100,2.98,US,1736376170
511,uvira,-3.4067,29.1458,295.55,82,85,1.4,CD,1736376171
512,chicoana,-25.1009,-65.5331,296.18,70,47,1.19,AR,1736376172
513,kindu,-2.95,25.95,294.22,97,95,1.09,CD,1736376173
514,onguday,50.75,86.15,258.5,96,75,0.94,RU,1736376174
515,moranbah,-22.0016,148.0466,299.64,53,0,0.94,AU,1736376175
516,fort-shevchenko,44.5086,50.263,275.64,71,2,11.86,KZ,1736376176
517,chinde,26.8212,87.7095,284.42,79,3,2.11,NP,1736376179
518,troitskaya,43.3056,44.9789,277.9,62,0,1.82,RU,1736376180
519,siwa oasis,29.2041,25.5195,286.96,75,0,2.28,EG,1736376181
520,shihezi,44.3,86.0333,269.37,97,100,1.77,CN,1736376182
521,nueva gerona,21.8833,-82.8,293.68,64,4,6.74,CU,1736376183
522,taltal,-25.4,-70.4833,293.58,79,32,3.22,CL,1736376020
523,kukawa,12.9234,13.5606,293.32,50,12,4.8,NG,1736376186
524,road town,18.4167,-64.6167,301.17,65,20,1.03,VG,1736376187
525,maumere,-8.6199,122.2111,300.33,80,100,0.36,ID,1736376189
526,nadym,65.5333,72.5167,245.36,100,93,1.56,RU,1736376192
527,koulikoro,14.0,-7.75,295.29,21,99,3.45,ML,1736376193
528,mariental,-24.6333,17.9667,300.44,14,85,3.72,NA,1736376194
529,tilcara,-23.5776,-65.3509,283.92,93,98,3.13,AR,1736375931
530,marsh harbour,26.5412,-77.0636,292.19,62,93,2.61,BS,1736376196
531,anzio,41.4853,12.6179,285.62,81,16,7.17,IT,1736376197
532,ubinskoye,55.3068,79.6802,253.4,96,23,4.22,RU,1736376198
533,chittaurgarh,24.8833,74.6333,282.97,36,7,0.57,IN,1736376200
534,nykobing sjaelland,55.9249,11.6711,277.01,84,35,9.2,DK,1736376201
535,kuta,-8.7233,115.1723,298.12,94,40,1.54,ID,1736376203
536,turochak,52.2576,87.1224,268.23,95,100,2.13,RU,1736376204
537,maraba,-5.3686,-49.1178,300.25,74,100,3.6,BR,1736376048
538,ginir,7.1333,40.7,287.78,49,0,2.36,ET,1736376207
539,carutapera,-1.195,-46.02,297.42,94,100,2.34,BR,1736376208
540,vandavasi,12.5,79.6167,292.71,85,11,3.54,IN,1736376209
541,sougueur,35.1857,1.4961,278.22,65,0,2.06,DZ,1736376210
542,cavelossim,15.1726,73.9419,296.14,48,43,3.02,IN,1736376211
543,kuressaare,58.2481,22.5039,274.79,100,100,8.23,EE,1736376212
544,starkville,33.4504,-88.8184,276.96,44,0,2.57,US,1736376213
545,oranjemund,-28.55,16.4333,289.26,93,0,3.07,NA,1736376215
546,pedernales,18.0384,-71.744,298.99,74,39,1.19,DO,1736376216
547,perleberg,53.0667,11.8667,274.18,88,71,2.25,DE,1736376217
548,arkhangel'sk,64.5401,40.5433,264.21,92,100,6.0,RU,1736376218
